"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","15817","@smoke @sanity Mini Project - Pepperfry flow with same locators","chromium","2026-02-19","passed","2026-02-19","","","",""
